Sex,VehicleType,Claims,Term,Discount,AgeCat,VehicleAgeCat
M,A,1,0.829568789,50,3,2
F,A,0,0.662559891,10,3,2
M,A,1,0.550308008,0,4,2
M,A,0,0.542094456,50,5,2
M,A,0,0.109514032,0,3,2
M,A,0,0.678986995,0,5,2
M,A,0,0.665297741,50,4,2
M,A,0,0.665297741,0,3,2
M,A,0,0.670773443,50,4,2
M,A,0,0.665297741,50,4,2
F,A,0,0.670773443,10,3,2
M,A,0,0.832306639,20,3,2
M,A,0,0.804928131,50,4,2
M,A,1,0.665297741,40,4,2
F,A,0,0.662559891,10,3,2
F,A,0,0.65982204,50,3,2
M,A,0,0.665297741,40,3,2
M,A,1,0.550308008,0,2,2
M,A,0,0.651608487,50,4,2
M,A,0,0.654346338,50,4,2
M,A,0,0.646132786,50,6,2
M,A,0,0.657084189,40,3,2
M,A,0,0.640657084,50,5,2
F,A,0,0.65982204,50,3,2
M,A,0,0.670773443,0,3,2
M,A,0,0.640657084,50,3,2
M,A,0,0.640657084,50,3,2
M,A,0,0.651608487,0,3,2
M,A,0,0.123203285,20,3,2
M,A,0,0.818617385,50,4,2
M,A,0,0.016427105,0,3,2
F,A,0,0.637919233,40,3,2
M,A,0,0.62696783,50,4,2
M,A,0,0.632443532,50,4,2
M,A,0,0.621492129,10,3,2
M,A,0,0.62422998,0,4,2
M,A,0,0.62422998,20,4,2
M,A,0,0.602327173,50,4,2
M,A,0,0.607802875,30,5,2
M,A,0,0.711841205,20,2,2
M,A,0,0.605065024,0,4,2
M,A,0,0.602327173,0,3,2
M,A,0,0.492813142,50,4,2
M,A,0,0.484599589,0,3,2
F,A,0,0.837782341,50,4,2
M,A,0,0.815879535,50,4,2
U,W,0,0.583162218,0,0,2
M,A,0,0.588637919,40,4,2
M,A,0,0.599589322,0,4,2
M,A,0,0.41615332,0,3,2
M,A,0,0.583162218,50,4,2
F,A,0,0.810403833,20,3,2
M,A,0,0.585900068,50,4,2
M,A,0,0.596851472,0,4,2
M,A,0,0.583162218,0,4,2
M,A,1,0.410677618,0,3,2
F,A,0,0.585900068,0,2,2
M,A,0,0.837782341,0,4,2
M,A,0,0.583162218,0,3,2
M,A,0,0.637919233,10,4,2
M,A,1,0.577686516,0,3,2
F,A,0,0.851471595,50,4,2
M,A,0,0.583162218,40,3,2
M,A,0,0.585900068,50,3,2
M,A,0,0.539356605,30,3,2
M,A,1,0.585900068,10,4,2
M,A,0,0.818617385,0,6,2
M,A,0,0.646132786,20,4,2
M,A,0,0.547570157,0,4,2
F,A,0,0.251882272,50,4,2
M,A,0,0.31211499,30,3,2
F,A,0,0.429842574,50,5,2
M,A,0,0.550308008,50,3,2
M,A,0,0.580424367,50,4,2
M,A,0,0.098562628,0,4,2
M,A,0,0.544832307,0,3,2
M,A,0,0.547570157,50,4,2
F,A,0,0.547570157,20,4,2
M,A,0,0.544832307,40,3,2
F,A,0,0.544832307,0,3,2
F,A,0,0.547570157,50,3,2
M,A,0,0.542094456,20,3,2
M,A,0,0.544832307,50,6,2
M,A,0,0.536618754,50,3,2
M,A,0,0.531143053,50,4,2
M,A,0,0.531143053,50,4,2
F,A,0,0.542094456,0,4,2
M,A,1,0.432580424,0,3,2
M,A,1,0.531143053,10,3,2
M,A,0,0.528405202,0,2,2
M,A,0,0.539356605,0,4,2
M,A,0,0.566735113,30,5,2
M,A,0,0.5229295,0,4,2
M,A,0,0.492813142,50,4,2
M,A,0,0.52019165,50,4,2
M,A,0,0.525667351,0,5,2
F,A,0,0.5229295,50,3,2
F,A,0,0.5229295,20,4,2
M,A,0,0.539356605,0,4,2
M,A,0,0.52019165,30,4,2
F,A,0,0.511978097,30,4,2
M,A,0,0.506502396,0,3,2
M,A,0,0.569472964,0,5,2
M,A,0,0.52019165,40,5,2
M,A,0,0.509240246,50,5,2
F,A,0,0.525667351,0,4,2
M,A,1,0.503764545,50,4,2
M,A,0,0.503764545,0,3,2
F,A,1,0.503764545,0,2,2
M,A,0,0.574948665,40,4,2
M,A,0,0.503764545,20,4,2
F,A,0,0.484599589,0,3,2
F,A,0,0.503764545,50,5,2
M,A,0,0.503764545,0,6,2
F,A,0,0.503764545,30,3,2
M,A,0,0.503764545,40,4,2
M,A,0,0.503764545,50,6,2
M,A,0,0.52019165,20,4,2
F,A,0,0.561259411,50,4,2
M,A,0,0.501026694,0,3,2
M,A,0,0.501026694,0,6,2
M,A,0,0.492813142,20,4,2
M,A,0,0.492813142,20,3,2
M,A,0,0.503764545,10,3,2
M,A,0,0.492813142,40,3,2
M,A,0,0.503764545,0,3,2
M,A,0,0.490075291,50,4,2
M,A,0,0.492813142,50,4,2
M,A,0,0.503764545,20,3,2
M,A,0,0.490075291,30,3,2
F,A,0,0.503764545,30,3,2
M,A,0,0.503764545,50,4,2
M,A,0,0.914442163,50,4,2
F,A,0,0.298425736,0,3,2
F,A,0,0.501026694,40,5,2
F,A,0,0.48733744,40,5,2
M,A,0,0.492813142,0,5,2
M,A,0,0.492813142,50,3,2
M,A,0,0.48733744,20,3,2
F,A,0,0.48733744,50,5,2
M,A,0,0.503764545,50,5,2
F,A,1,0.490075291,40,3,2
M,A,0,0.481861739,30,3,2
M,A,0,0.484599589,0,3,2
M,A,1,0.484599589,10,4,2
M,A,0,0.479123888,50,5,2
F,A,0,0.492813142,0,3,2
M,A,0,0.473648186,50,3,2
M,A,0,0.484599589,0,3,2
F,A,0,0.506502396,50,4,2
F,A,0,0.454483231,10,3,2
M,A,0,0.484599589,0,3,2
M,A,0,0.501026694,0,3,2
F,A,0,0.583162218,0,4,2
M,A,0,0.470910335,50,5,2
M,A,0,0.454483231,20,3,2
F,A,0,0.45174538,10,3,2
M,A,1,0.449007529,0,4,2
M,A,0,0.563997262,50,4,2
F,A,0,0.484599589,50,4,2
M,A,0,0.449007529,0,5,2
M,A,0,0.123203285,50,3,2
F,A,0,0.446269678,50,4,2
M,A,1,0.503764545,50,4,2
M,A,0,0.449007529,0,3,2
M,A,0,0.550308008,10,3,2
M,A,0,0.446269678,0,3,2
M,A,0,0.446269678,50,5,2
M,A,1,0.665297741,0,5,2
M,A,0,0.167008898,0,3,2
F,A,1,0.443531828,0,5,2
M,A,1,0.569472964,50,5,2
M,A,0,0.435318275,0,3,2
F,A,0,0.561259411,0,3,2
F,A,0,0.429842574,0,5,2
M,A,0,0.435318275,10,5,2
F,A,0,0.449007529,50,4,2
M,A,0,0.424366872,50,3,2
M,A,0,0.372347707,50,6,2
F,A,0,0.569472964,20,4,2
M,A,0,0.407939767,50,6,2
F,A,0,0.41889117,0,3,2
U,W,0,0.41615332,10,0,2
M,A,0,0.287474333,0,4,2
F,A,0,0.41615332,0,3,2
M,A,0,0.566735113,40,4,2
M,A,1,0.41889117,0,2,2
M,A,0,0.566735113,50,5,2
F,A,0,0.41889117,0,3,2
M,A,0,0.109514032,10,3,2
M,A,0,0.41889117,30,3,2
M,A,0,0.413415469,30,2,2
F,A,0,0.41889117,30,3,2
M,A,0,0.407939767,0,4,2
M,A,0,0.503764545,0,6,2
M,A,0,0.082135524,50,3,2
F,A,0,0.41889117,50,3,2
M,A,0,0.413415469,30,3,2
M,A,0,0.407939767,20,4,2
M,A,0,0.407939767,0,3,2
F,A,0,0.41615332,0,3,2
M,A,0,0.407939767,40,3,2
F,A,0,0.405201917,0,2,2
M,A,0,0.413415469,50,4,2
M,A,0,0.410677618,50,6,2
M,A,0,0.391512663,50,4,2
F,A,2,0.394250513,0,2,2
M,A,0,0.490075291,40,3,2
M,A,0,0.388774812,10,3,2
M,A,0,0.391512663,50,4,2
M,A,0,0.375085558,30,4,2
U,W,0,0.377823409,0,0,2
M,A,0,0.388774812,10,3,2
M,A,0,0.388774812,0,2,2
M,A,0,0.38329911,0,3,2
F,A,0,0.525667351,30,2,2
M,A,0,0.377823409,0,5,2
M,A,0,0.492813142,50,3,2
M,A,0,0.375085558,50,4,2
M,A,1,0.388774812,0,3,2
M,A,0,0.377823409,0,5,2
F,A,0,0.372347707,0,3,2
M,A,0,0.561259411,0,3,2
M,A,0,0.377823409,30,4,2
F,A,0,0.377823409,50,5,2
M,A,0,0.563997262,50,5,2
F,A,0,0.334017796,0,3,2
F,A,0,0.358658453,0,3,2
M,A,0,0.48733744,20,3,2
M,A,0,0.358658453,10,3,2
F,A,0,0.358658453,0,3,2
M,A,0,0.511978097,0,4,2
F,A,0,0.358658453,50,3,2
F,A,0,0.399726215,50,3,2
M,A,0,0.358658453,50,4,2
M,A,0,0.350444901,0,4,2
M,A,0,0.350444901,0,4,2
M,A,0,0.350444901,0,4,2
M,A,0,0.358658453,50,5,2
M,A,0,0.355920602,0,5,2
U,W,0,0.334017796,40,0,2
M,A,0,0.539356605,10,3,2
M,A,1,0.585900068,0,3,2
M,A,0,0.336755647,40,5,2
M,A,0,0.336755647,0,5,2
M,A,0,0.334017796,0,5,2
M,A,0,0.334017796,40,4,2
M,A,0,0.41889117,0,5,2
U,W,0,0.334017796,0,0,2
M,A,0,0.334017796,0,4,2
F,A,0,0.320328542,0,6,2
M,A,0,0.31211499,0,4,2
M,A,0,0.292950034,0,3,2
M,A,0,0.31211499,50,4,2
M,A,0,0.320328542,30,3,2
M,A,0,0.301163587,30,3,2
F,A,0,0.309377139,0,3,2
U,W,0,0.314852841,50,0,3
M,A,0,0.320328542,10,4,2
M,A,0,0.295687885,50,4,2
M,A,0,0.292950034,50,4,2
M,A,0,0.292950034,20,4,2
M,A,0,0.292950034,50,3,2
M,A,0,0.290212183,0,3,2
M,A,0,0.292950034,0,4,2
U,W,0,0.295687885,50,0,2
M,A,0,0.292950034,0,4,2
M,A,0,0.290212183,50,5,2
M,A,0,0.271047228,0,5,2
M,A,0,0.295687885,50,4,2
M,A,0,0.271047228,0,6,2
M,A,0,0.271047228,50,4,2
M,A,0,0.281998631,0,3,2
M,A,0,0.353182752,50,4,2
M,A,0,0.257357974,10,4,2
M,A,0,0.257357974,10,4,2
M,A,0,0.257357974,10,5,2
M,A,0,0.257357974,0,4,2
M,A,0,0.281998631,40,4,2
M,A,0,0.262833676,40,3,2
M,A,0,0.251882272,50,4,2
M,A,0,0.24366872,30,3,2
M,A,0,0.219028063,0,3,2
M,A,0,0.251882272,0,3,2
M,A,0,0.281998631,10,3,2
M,A,0,0.221765914,0,3,2
M,A,1,0.251882272,0,5,2
M,A,0,0.251882272,50,5,2
M,A,0,0.251882272,0,3,2
M,A,0,0.251882272,0,4,2
F,A,0,0.251882272,0,4,2
M,A,0,0.199863108,0,4,2
M,A,0,0.254620123,50,4,2
M,A,0,0.251882272,50,3,2
M,A,0,0.251882272,0,3,2
F,A,0,0.238193019,30,3,2
M,A,0,0.273785079,40,3,2
F,A,0,0.24366872,0,6,2
M,A,0,0.251882272,40,3,2
F,A,0,0.238193019,0,2,2
M,A,0,0.251882272,50,4,2
U,W,0,0.251882272,10,0,2
M,A,0,0.24366872,50,6,2
U,W,0,0.251882272,0,0,2
U,W,0,0.251882272,10,0,2
M,A,0,0.235455168,50,3,2
M,A,0,0.240930869,30,3,2
F,A,0,0.334017796,0,4,2
M,A,0,0.251882272,50,4,2
M,A,0,0.238193019,30,4,2
M,A,0,0.232717317,0,4,2
M,A,0,0.224503765,50,6,2
M,A,0,0.221765914,30,4,2
M,A,0,0.251882272,0,3,2
M,A,0,0.224503765,0,3,2
M,A,1,0.219028063,50,3,2
M,A,0,0.262833676,0,4,2
M,A,0,0.161533196,40,6,2
M,A,0,0.205338809,0,3,2
M,A,0,0.202600958,0,4,2
M,A,0,0.213552361,20,4,2
M,A,0,0.219028063,50,4,2
M,A,0,0.331279945,50,4,2
F,A,0,0.334017796,0,4,2
M,A,0,0.205338809,50,4,2
F,A,0,0.199863108,0,3,2
M,A,0,0.186173854,50,4,2
M,A,0,0.186173854,50,5,2
M,A,0,0.197125257,10,3,2
M,A,1,0.197125257,0,4,2
F,A,0,0.197125257,0,3,2
M,A,0,0.177960301,20,3,2
M,A,0,0.167008898,0,4,2
M,A,0,0.167008898,0,4,2
M,A,0,0.167008898,0,4,2
F,A,0,0.167008898,30,3,2
M,A,0,0.106776181,50,3,2
M,A,0,0.167008898,20,2,2
M,A,0,0.167008898,20,3,2
M,A,0,0.136892539,50,4,2
M,A,0,0.167008898,50,3,2
M,A,0,0.167008898,0,3,2
M,A,0,0.164271047,20,5,2
M,A,0,0.161533196,0,3,2
M,A,0,0.156057495,0,5,2
M,A,0,0.145106092,50,5,2
F,A,0,0.147843943,0,5,2
M,A,0,0.145106092,20,3,2
M,A,0,0.328542095,0,3,2
M,A,0,0.13963039,0,3,2
M,A,0,0.128678987,30,4,2
M,A,0,0.183436003,50,4,2
M,A,0,0.331279945,40,4,2
U,W,0,0.128678987,50,0,2
F,A,0,0.114989733,20,3,2
M,A,0,0.125941136,50,4,2
M,A,0,0.117727584,0,5,2
M,A,0,0.052019165,50,3,2
M,A,0,0.087611225,20,3,2
M,A,0,0.117727584,30,4,2
M,A,0,0.128678987,0,3,2
M,A,0,0.109514032,10,5,2
M,A,0,0.109514032,20,3,2
M,A,0,0.101300479,50,4,2
M,A,0,0.101300479,0,4,2
M,A,0,0.10403833,0,3,2
M,A,0,0.331279945,20,5,2
M,A,0,0.084873374,40,4,2
M,A,1,0.320328542,50,4,2
M,A,0,0.084873374,50,4,2
U,W,1,0.084873374,0,0,2
M,A,0,0.082135524,0,4,2
M,A,0,0.076659822,0,4,2
M,A,0,0.186173854,0,3,2
M,A,0,0.317590691,50,3,2
U,W,0,0.073921971,0,0,2
M,A,0,0.065708419,0,3,2
M,A,0,0.06844627,10,3,2
M,A,0,0.062970568,30,4,2
M,A,0,0.334017796,30,3,2
M,A,0,0.060232717,0,3,2
M,A,0,0.060232717,50,4,2
F,A,0,0.032854209,0,4,2
M,A,1,0.320328542,40,3,2
M,A,0,0.005475702,30,3,2
M,A,0,0.052019165,50,5,2
M,A,0,0.049281314,30,3,2
M,A,0,0.032854209,0,3,2
M,A,0,0.032854209,50,4,2
F,A,0,0.032854209,0,3,2
M,A,0,0.027378508,50,5,2
M,A,0,0.082135524,0,3,2
M,A,0,0.052019165,50,4,2
F,A,0,0.030116359,40,6,2
M,A,0,0.024640657,20,4,2
M,A,0,0.41889117,50,4,2
M,A,0,0.240930869,50,4,2
F,A,0,0.084873374,50,4,2
M,A,0,0.6954141,10,4,2
M,A,0,0.662559891,10,4,2
M,A,0,0.010951403,0,6,2
M,A,0,0.052019165,0,7,2
M,A,0,0.016427105,0,4,2
M,A,0,0.45174538,50,3,2
F,A,0,0.837782341,0,3,2
F,A,0,0.914442163,20,3,6
U,W,0,0.251882272,50,0,2
M,A,0,0.878850103,0,3,2
M,A,0,0.413415469,0,4,2
M,A,0,0.837782341,50,4,6
M,A,0,0.999315537,50,6,6
M,A,0,0.969199179,50,4,2
M,A,0,0.651608487,10,3,2
U,Z,0,0.999315537,20,0,4
U,Z,0,0.741957563,20,0,3
U,Z,0,0.752908967,20,0,3
U,Z,0,0.711841205,20,0,3
U,Z,0,0.752908967,20,0,3
U,Z,0,0.41889117,0,0,4
U,Z,0,0.473648186,20,0,3
U,Z,0,0.394250513,20,0,3
U,Z,0,0.394250513,20,0,3
U,Z,0,0.240930869,20,0,3
U,Z,0,0.251882272,20,0,3
U,Z,0,0.334017796,20,0,4
U,Z,0,0.249144422,20,0,3
U,Z,1,0.585900068,0,0,3
U,Z,0,0.895277207,10,0,3
U,Z,0,0.251882272,0,0,3
U,Z,0,0.334017796,20,0,3
U,Z,0,0.306639288,20,0,3
U,Z,0,0.251882272,20,0,3
U,Z,0,0.566735113,20,0,3
U,Z,0,0.320328542,20,0,3
U,Z,0,0.251882272,20,0,3
U,Z,0,0.837782341,20,0,3
U,Z,0,0.837782341,0,0,4
U,Z,0,0.547570157,0,0,4
U,Z,0,0.41889117,20,0,4
U,Z,0,0.503764545,0,0,4
U,Z,0,0.503764545,10,0,4
U,Z,0,0.503764545,10,0,4
U,Z,0,0.837782341,10,0,5
U,Z,0,1.0,20,0,4
U,Z,0,0.465434634,20,0,4
U,Z,1,0.837782341,10,0,3
U,Z,0,0.722792608,0,0,4
U,Z,1,0.295687885,40,0,3
U,Z,0,0.815879535,0,0,2
U,Z,0,0.678986995,0,0,3
U,Z,0,0.752908967,10,0,3
U,Z,0,0.251882272,50,0,5
U,Z,0,0.503764545,50,0,3
U,Z,0,0.999315537,0,0,3
U,Z,0,0.334017796,20,0,3
U,Z,1,0.561259411,0,0,2
U,Z,0,0.342231348,0,0,3
U,Z,0,0.41889117,0,0,3
U,Z,0,0.752908967,30,0,3
U,Z,0,0.41889117,20,0,3
U,Z,0,0.889801506,0,0,3
U,Z,0,0.156057495,0,0,3
U,Z,0,0.484599589,20,0,3
U,Z,0,0.334017796,20,0,3
U,Z,0,0.752908967,50,0,2
U,Z,0,0.084873374,20,0,2
U,Z,0,0.618754278,10,0,2
U,Z,0,0.27652293,10,0,2
U,Z,0,0.574948665,10,0,2
U,Z,0,0.574948665,0,0,2
U,Z,1,0.561259411,0,0,2
U,Z,0,0.407939767,10,0,2
U,Z,0,0.5229295,10,0,2
U,Z,0,0.421629021,0,0,2
U,Z,0,0.251882272,20,0,2
U,Z,0,0.093086927,0,0,2
U,Z,0,0.999315537,0,0,2
U,Z,0,0.837782341,20,0,2
U,Z,0,0.837782341,20,0,2
U,Z,0,0.043805613,20,0,2
U,Z,0,0.060232717,0,0,2
U,Z,0,0.38329911,10,0,2
U,Z,0,0.498288843,20,0,3
U,Z,0,0.495550993,20,0,2
U,G,0,0.41889117,10,0,2
U,G,0,0.752908967,20,0,4
U,G,0,0.752908967,20,0,4
U,G,0,0.752908967,20,0,4
U,G,0,0.251882272,20,0,4
U,G,0,0.999315537,20,0,3
U,G,0,0.999315537,20,0,3
U,G,0,0.13963039,10,0,3
U,G,0,0.169746749,0,0,2
U,S,0,0.167008898,20,0,6
U,S,0,0.334017796,20,0,5
U,S,0,0.503764545,10,0,6
U,S,0,0.837782341,20,0,6
U,S,0,0.249144422,20,0,6
U,S,0,0.815879535,10,0,6
U,S,0,0.752908967,20,0,5
U,S,0,0.670773443,20,0,5
U,S,0,0.334017796,20,0,6
U,S,0,0.167008898,20,0,6
U,S,0,0.41889117,20,0,3
U,S,0,0.503764545,0,0,3
U,S,0,0.503764545,0,0,3
U,S,1,0.963723477,10,0,3
U,S,0,0.999315537,20,0,3
U,S,0,0.41889117,0,0,2
U,G,0,0.999315537,10,0,5
U,G,0,0.744695414,20,0,5
U,G,0,0.999315537,10,0,5
U,G,0,0.123203285,0,0,5
U,G,0,0.670773443,20,0,4
U,G,1,0.999315537,0,0,4
U,G,0,0.999315537,20,0,4
U,G,0,0.553045859,20,0,4
U,G,0,0.585900068,20,0,4
U,G,0,0.503764545,10,0,4
U,G,0,0.167008898,20,0,4
U,G,0,0.752908967,20,0,4
U,G,0,0.670773443,20,0,4
U,G,0,0.714579055,0,0,4
U,G,0,0.386036961,20,0,4
U,G,1,0.41889117,10,0,3
U,G,0,0.334017796,20,0,3
U,G,0,0.678986995,10,0,5
U,G,0,0.577686516,20,0,2
U,G,0,0.167008898,10,0,2
U,G,0,0.479123888,10,0,3
U,G,0,0.169746749,10,0,3
U,G,1,0.583162218,0,0,2
U,G,0,0.657084189,10,0,2
U,G,0,0.637919233,0,0,2
U,G,0,0.167008898,20,0,4
U,G,0,0.388774812,20,0,6
U,G,0,0.837782341,20,0,6
U,G,0,0.585900068,20,0,6
U,G,0,0.966461328,20,0,4
U,G,0,0.334017796,20,0,6
U,G,0,0.717316906,10,0,5
U,G,0,0.298425736,0,0,5
U,G,1,0.752908967,0,0,5
U,G,0,0.503764545,10,0,5
U,G,1,0.914442163,0,0,5
U,G,0,0.251882272,20,0,5
U,G,0,0.752908967,20,0,5
U,G,0,0.670773443,20,0,5
U,G,0,0.167008898,20,0,5
U,G,0,0.084873374,20,0,5
U,G,0,0.585900068,0,0,5
U,G,1,0.692676249,0,0,5
U,G,0,0.459958932,10,0,5
U,G,1,0.41889117,0,0,5
U,G,0,0.585900068,0,0,5
U,G,0,0.999315537,10,0,5
U,G,0,0.881587954,0,0,5
U,G,0,0.054757016,10,0,5
U,G,0,0.391512663,0,0,6
U,G,0,0.670773443,20,0,5
U,G,0,0.251882272,10,0,5
U,G,0,0.167008898,20,0,5
U,G,0,0.550308008,0,0,5
U,G,0,0.481861739,0,0,5
U,G,0,0.703627652,10,0,5
U,G,0,0.503764545,20,0,5
U,G,0,0.999315537,20,0,5
U,G,0,0.41889117,20,0,5
U,G,0,0.251882272,20,0,5
U,G,0,0.41889117,10,0,5
U,G,0,0.837782341,20,0,5
U,G,0,0.837782341,20,0,5
U,G,0,0.837782341,20,0,5
U,G,0,0.895277207,20,0,3
U,G,0,0.610540726,0,0,5
U,G,0,0.167008898,20,0,5
U,G,0,0.167008898,20,0,5
U,G,0,0.167008898,10,0,5
U,G,0,0.41889117,20,0,5
U,G,0,0.594113621,0,0,5
U,G,0,0.084873374,0,0,5
U,G,0,0.585900068,20,0,5
U,G,0,0.084873374,10,0,5
U,G,0,0.501026694,20,0,5
U,G,0,0.057494867,10,0,5
U,G,0,0.607802875,10,0,5
U,G,0,0.914442163,0,0,5
U,G,0,0.804928131,20,0,5
U,G,0,0.227241615,20,0,5
U,G,0,0.752908967,20,0,5
U,G,0,0.046543463,20,0,5
U,G,0,0.752908967,20,0,5
U,G,0,0.711841205,20,0,5
U,G,0,0.503764545,10,0,5
U,G,0,0.167008898,10,0,5
U,G,0,0.668035592,20,0,5
U,G,0,0.670773443,20,0,5
U,G,0,0.309377139,0,0,5
U,G,0,0.700889802,20,0,5
U,G,0,0.167008898,20,0,5
U,G,0,0.167008898,20,0,5
U,G,0,0.268309377,20,0,5
U,G,0,0.585900068,0,0,5
U,G,0,0.999315537,20,0,5
U,G,0,0.503764545,20,0,5
U,G,0,0.281998631,0,0,5
U,G,1,0.999315537,20,0,5
U,G,0,0.999315537,10,0,5
U,G,0,0.889801506,0,0,5
U,G,0,0.574948665,10,0,5
U,G,0,0.41889117,20,0,5
U,G,0,0.41889117,20,0,5
U,G,0,0.334017796,20,0,5
U,G,0,0.334017796,20,0,5
U,G,0,0.837782341,20,0,5
U,G,0,0.167008898,20,0,5
U,G,0,0.670773443,20,0,5
U,G,0,0.334017796,20,0,5
U,G,0,0.484599589,10,0,5
U,G,0,0.334017796,20,0,5
U,G,0,0.219028063,10,0,5
U,G,0,0.251882272,10,0,5
U,G,0,0.752908967,0,0,5
U,G,0,0.334017796,10,0,5
U,G,0,0.284736482,10,0,5
U,G,0,0.167008898,10,0,5
U,G,0,0.117727584,10,0,5
U,G,0,0.167008898,20,0,5
U,G,0,0.999315537,20,0,5
U,G,0,0.999315537,20,0,5
U,G,0,0.999315537,10,0,5
U,G,0,0.41889117,10,0,5
U,G,1,0.914442163,20,0,5
U,G,0,0.41615332,20,0,5
U,G,0,0.752908967,20,0,5
U,G,0,0.810403833,0,0,5
U,G,0,0.837782341,20,0,5
U,G,0,0.988364134,0,0,5
U,G,0,0.167008898,10,0,5
U,G,0,0.602327173,0,0,5
U,G,0,0.752908967,0,0,5
U,G,0,0.670773443,20,0,5
U,G,0,0.670773443,10,0,5
U,G,0,0.320328542,0,0,5
U,G,0,0.629705681,10,0,5
U,G,0,0.095824778,0,0,5
U,G,0,0.167008898,10,0,5
U,G,0,0.010951403,10,0,2
U,G,0,0.585900068,20,0,5
U,G,0,0.585900068,20,0,5
U,G,0,0.334017796,20,0,5
U,G,0,0.084873374,20,0,5
U,G,0,0.41889117,20,0,5
U,G,0,0.084873374,10,0,5
U,G,0,0.41889117,20,0,5
U,G,0,0.914442163,10,0,5
U,G,0,0.914442163,20,0,5
U,G,0,0.34770705,10,0,5
U,G,0,0.41889117,10,0,5
U,G,0,0.043805613,20,0,5
U,G,0,0.334017796,20,0,5
U,G,0,0.334017796,20,0,5
U,G,0,0.251882272,20,0,5
U,G,0,0.665297741,0,0,5
U,G,0,0.251882272,20,0,5
U,G,0,0.752908967,20,0,5
U,G,0,0.752908967,10,0,5
U,G,0,0.331279945,0,0,5
U,G,0,0.635181383,10,0,5
U,G,0,0.167008898,20,0,5
U,G,0,0.670773443,10,0,5
U,G,0,0.167008898,10,0,5
U,G,0,0.251882272,20,0,6
U,G,0,0.6954141,20,0,4
U,G,0,0.837782341,20,0,4
U,G,0,0.325804244,10,0,4
U,G,0,0.41889117,10,0,6
U,G,0,0.837782341,0,0,4
U,G,0,0.076659822,20,0,5
U,G,0,0.752908967,20,0,5
U,G,0,0.747433265,0,0,4
U,G,0,0.585900068,10,0,5
U,G,1,0.251882272,10,0,4
U,G,0,0.205338809,20,0,4
U,G,0,0.752908967,20,0,4
U,G,0,0.752908967,20,0,4
U,G,0,0.752908967,20,0,4
U,G,0,0.251882272,10,0,5
U,G,0,0.914442163,20,0,5
U,G,0,0.167008898,20,0,4
U,G,0,0.670773443,20,0,4
U,G,0,0.670773443,0,0,4
U,G,0,0.670773443,20,0,5
U,G,0,0.542094456,10,0,4
U,G,0,0.670773443,0,0,4
U,G,0,0.032854209,10,0,5
U,G,0,0.670773443,20,0,4
U,G,0,0.585900068,20,0,5
U,G,0,0.583162218,10,0,4
U,G,0,0.585900068,20,0,4
U,G,0,0.585900068,20,0,4
U,G,0,0.082135524,20,0,5
U,G,0,0.553045859,10,0,4
U,G,0,0.585900068,20,0,5
U,G,0,0.503764545,20,0,6
U,G,0,0.405201917,20,0,6
U,G,0,0.503764545,20,0,4
U,G,0,0.65982204,0,0,4
U,G,0,0.914442163,20,0,4
U,G,0,0.41889117,20,0,4
U,G,1,0.914442163,10,0,4
U,G,0,0.084873374,10,0,3
U,G,0,0.380561259,20,0,4
U,G,0,0.539356605,10,0,4
U,G,0,0.41889117,20,0,4
U,G,0,0.41889117,20,0,4
U,G,0,0.670773443,20,0,4
U,G,0,0.334017796,10,0,4
U,G,0,0.720054757,10,0,4
U,G,0,0.837782341,20,0,4
U,G,0,0.837782341,20,0,5
U,G,0,0.251882272,20,0,4
U,G,1,0.651608487,20,0,4
U,G,0,0.251882272,20,0,4
U,G,0,0.251882272,0,0,4
U,G,0,0.999315537,20,0,5
U,G,0,0.752908967,20,0,4
U,G,0,0.432580424,10,0,4
U,G,0,0.167008898,20,0,4
U,G,0,0.670773443,20,0,4
U,G,0,0.6954141,0,0,4
U,G,0,0.999315537,20,0,4
U,G,0,0.331279945,0,0,5
U,G,0,0.167008898,20,0,4
U,G,0,0.251882272,10,0,4
U,G,0,0.503764545,0,0,4
U,G,0,0.20807666,10,0,5
U,G,0,0.167008898,20,0,4
U,G,0,0.084873374,20,0,4
U,G,0,0.084873374,20,0,4
U,G,0,0.084873374,20,0,4
U,G,0,0.314852841,0,0,4
U,G,0,0.48733744,10,0,4
U,G,0,0.084873374,20,0,4
U,G,0,0.084873374,20,0,4
U,G,0,0.071184121,20,0,4
U,G,0,0.736481862,0,0,4
U,G,0,0.503764545,10,0,4
U,G,0,0.503764545,10,0,4
U,G,0,0.503764545,0,0,4
U,G,0,0.503764545,10,0,4
U,G,0,0.999315537,10,0,4
U,G,1,0.999315537,10,0,4
U,G,0,0.503764545,10,0,4
U,G,0,0.999315537,20,0,4
U,G,0,0.999315537,20,0,4
U,G,0,0.999315537,20,0,4
U,G,0,0.503764545,10,0,4
U,G,0,0.076659822,0,0,4
U,G,0,0.142368241,0,0,5
U,G,0,0.191649555,20,0,5
U,G,0,0.509240246,0,0,4
U,G,0,0.914442163,20,0,4
U,G,0,0.793976728,0,0,4
U,G,0,0.684462697,0,0,4
U,G,0,0.410677618,20,0,4
U,G,0,0.914442163,20,0,4
U,G,0,0.388774812,0,0,4
U,G,0,0.251882272,20,0,4
U,G,2,0.837782341,20,0,4
U,G,0,0.62696783,0,0,4
